Category,Message,Spam,Word_Count
spam,Adult 18 Content Your video will be with you shortly,1,10
real,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?",0,29
real,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,0,19
real,He says hi and to get your ass back to south tampa (preferably at a kegger),0,16
real,Smith waste da.i wanna gayle.,0,5
real,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",0,29
real,"Aight, tomorrow around  &lt;#&gt;  it is",0,6
real,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0,22
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",1,32
real,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,0,30
real,See you there!,0,3
real,I dont understand your message.,0,5
real,Crucify is c not s. You should have told me earlier.,0,11
real,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0,43
real,Fuck cedar key and fuck her (come over anyway tho),0,10
real,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,0,22
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",1,29
real,U still painting ur wall?,0,5
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",1,26
real,Printer is cool. I mean groovy. Wine is groovying,0,9
real,Hi Harish's rent has been transfred to ur Acnt.,0,9
real,Anything lor is she coming?,0,5
real,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,0,12
real,Ü still attending da talks?,0,5
real,No probs hon! How u doinat the mo?,0,8
real,K I'll take care of it,0,6
real,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,0,20
real,My battery is low babe,0,5
real,Shuhui has bought ron's present it's a swatch watch...,0,9
real,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",0,14
real,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,0,16
real,K I'll be sure to get up before noon and see what's what,0,13
real,K...k...yesterday i was in cbe .,0,6
real,Went to ganesh dress shop,0,5
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",1,24
real,Ü collecting ur laptop then going to configure da settings izzit?,0,11
real,If you r @ home then come down within 5 min,0,11
real,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",0,26
real,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,0,9
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1,24
real,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",0,25
real,Tell me pa. How is pain de.,0,7
real,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,0,35
real,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",0,21
real,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",0,16
real,ALRITE,0,1
real,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,0,27
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,1,22
real,How do you guys go to see movies on your side.,0,11
real,"Sorry,in meeting I'll call later",0,5
real,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,0,17
real,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,0,10
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,1,28
real,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,0,16
real,What time should I tell my friend to be around?,0,10
real,Yes. that will be fine. Love you. Be safe.,0,9
real,Thanks chikku..:-) gud nyt:-*,0,4
real,Is xy in ur car when u picking me up?,0,10
real,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",0,19
real,"Yo, any way we could pick something up tonight?",0,9
real,I've not sent it. He can send me.,0,8
real,Fine am simply sitting.,0,4
real,Thts god's gift for birds as humans hav some natural gift frm god..,0,13
real,Are you coming to day for class.,0,7
real,Im done. Just studyn in library,0,6
real,Ok... U enjoy ur shows...,0,5
real,Anything...,0,1
real,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,0,25
real,Wat's my dear doing? Sleeping ah?,0,6
real,Hi' Test on  &lt;#&gt; rd ....,0,6
real,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,0,28
real,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,0,32
real,Yup n her fren lor. I'm meeting my fren at 730.,0,11
real,"Yeah, we got one lined up for us",0,8
real,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",0,27
real,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,0,18
real,Hey i've booked the pilates and yoga lesson already... Haha,0,10
real,Are you ok. What happen to behave like this,0,9
spam,You have 1 new message. Please call 08712400200.,1,8
real,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,0,22
real,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3.",0,29
real,No message..no responce..what happend?,0,4
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,1,15
real,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",0,70
real,make that 3! 4 fucks sake?! x,0,7
real,Leave it. U will always be ignorant.,0,7
real,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),0,21
real,at bruce b downs &amp; fletcher now,0,7
real,Where are you ? You said you would be here when I woke ... :-(,0,15
real,Hey now am free you can call me.,0,8
real,Tell me whos this pls:-),0,5
spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",1,20
real,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",0,22
real,Id have to check but there's only like 1 bowls worth left,0,12
real,Yes there were many sweets,0,5
real,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,0,19
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,1,27
real,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,0,33
real,Sir send to group mail check it.,0,7
real,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,0,30
real,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,0,3
real,You dont know you jabo me abi.,0,7
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",1,25
real,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,0,14
real,"Are you being good, baby? :)",0,6
real,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0,22
real,"Mostly sports type..lyk footbl,crckt..",0,4
real,Ma head dey swell oh. Thanks for making my day,0,10
real,U should make a fb list,0,6
real,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",0,57
real,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,0,16
real,Happy New Year Princess!,0,4
real,"I'll text carlos and let you know, hang on",0,9
real,"Don't worry, * is easy once have ingredients!",0,8
real,I love u 2 my little pocy bell I am sorry but I love u,0,15
real,"Ok omw now, you at castor?",0,6
real,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,0,12
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",1,25
real,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,0,33
real,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0,30
real,"Tonight? Yeah, I'd be down for that",0,7
real,What should i eat fo lunch senor,0,7
real,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!",0,29
real,No break time one... How... I come out n get my stuff fr ü?,0,14
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,1,19
real,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",0,23
real,Do you still have the grinder?,0,6
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,31
real,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0,24
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",1,24
real,K.i did't see you.:)k:)where are you now?,0,7
real,So i'm doing a list of buyers.,0,7
real,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0,30
real,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,0,13
real,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,0,21
real,Don know..he is watching film in computer..,0,7
real,No b4 Thursday,0,3
real,"Oh, then your phone phoned me but it disconnected",0,9
real,Id onluy matters when getting on from offcampus,0,8
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,1,23
real,"Excellent, I'll see what riley's plans are",0,7
real,I will see in half an hour,0,7
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1,18
real,Ew are you one of them?,0,6
real,Also hi wesley how've you been,0,6
real,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,0,25
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",1,28
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,1,14
real,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),0,19
real,"Hm good morning, headache anyone? :-)",0,6
real,Yeah no probs - last night is obviously catching up with you... Speak soon,0,14
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,1,30
real,I might go 2 sch. Yar at e salon now v boring.,0,12
real,&lt;#&gt;  mins but i had to stop somewhere first.,0,9
real,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",0,66
real,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,0,21
real,I didn't get the second half of that message,0,9
real,Wat time do u wan 2 meet me later?,0,9
real,I thank you so much for all you do with selflessness. I love you plenty.,0,15
real,Am in film ill call you later.,0,7
real,How dare you change my ring,0,6
real,You are a very very very very bad girl. Or lady.,0,11
real,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0,20
real,"What part of ""don't initiate"" don't you understand",0,8
real,I finished my lunch already. U wake up already?,0,9
real,You still at the game?,0,5
real,You have got tallent but you are wasting.,0,8
real,What is your record for one night? :),0,8
real,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",0,33
real,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.,0,16
real,Jokin only lar... :-) depends on which phone my father can get lor...,0,13
real,"Aight, lemme know what's up",0,5
real,Get ready for  &lt;#&gt;  inches of pleasure...,0,7
real,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0,17
real,;-) ok. I feel like john lennon.,0,7
real,Cos darren say ü considering mah so i ask ü...,0,10
real,You are not bothering me but you have to trust my answers. Pls.,0,13
real,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",0,14
real,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,0,56
real,Aight what time you want me to come up?,0,9
real,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0,28
real,Your bill at 3 is £33.65 so thats not bad!,0,10
real,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,0,36
real,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",0,23
real,So how's the weather over there?,0,6
real,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!",0,30
real,Die... Now i have e toot fringe again...,0,8
real,Lol they don't know about my awesome phone. I could click delete right now if I want.,0,17
real,Ok,0,1
real,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",0,26
real,Please leave this topic..sorry for telling that..,0,7
real,Pls send me the correct name da.,0,7
real,What happened to our yo date?,0,6
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,1,31
real,Webpage s not available!,0,4
real,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,0,15
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,1,22
real,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",0,45
real,K..k...from tomorrow onwards started ah?,0,5
real,What u talking bout early morning? It's almost noon where your at!,0,12
real,Fine. Do you remember me.,0,5
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",1,28
real,Ok. How many should i buy.,0,6
real,"Sounds good, keep me posted",0,5
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,1,25
real,Ok. So april. Cant wait,0,5
real,Boy you best get yo ass out here quick,0,9
real,Ay wana meet on sat?ü wkg on sat?,0,8
real,I'm now but have to wait till 2 for the bus to pick me.,0,14
real,Apart from the one i told you about yesterday?,0,9
real,Ok lor... But buy wat?,0,5
real,Somebody should go to andros and steal ice,0,8
real,Don know. I did't msg him recently.,0,7
real,Take us out shopping and Mark will distract Isaiah.=D,0,9
real,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",0,23
real,There is no sense in my foot and penis.,0,9
real,Okay but i thought you were the expert,0,8
real,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,0,29
real,S.s:)i thinl role is like sachin.just standing. Others have to hit.,0,11
real,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,0,29
real,"And very importantly, all we discuss is between u and i only.",0,12
real,K..k:)how about your training process?,0,5
real,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,0,22
real,In da car park,0,4
real,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,0,34
real,So i asked how's anthony. Dad. And your bf,0,9
real,"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",0,27
real,What Today-sunday..sunday is holiday..so no work..,0,6
real,Am going to take bath ill place the key in window:-),0,11
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,1,27
real,"Dear, take care. I am just reaching home.love u a lot.",0,11
real,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,0,1
real,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,0,12
real,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,0,27
real,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,0,19
real,"Yo, you at jp and hungry like a mofo?",0,9
real,This is all just creepy and crazy to me.,0,9
real,Ok... I din get ur msg...,0,6
real,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0,20
real,Pathaya enketa maraikara pa',0,4
real,Even if he my friend he is a priest call him now,0,12
real,"U so lousy, run already come back then half dead... Hee...",0,11
real,That's y i said it's bad dat all e gals know u... Wat u doing now?,0,16
real,Or remind me in a few hrs.,0,7
real,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",0,64
real,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,0,30
real,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,0,33
real,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,0,31
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,1,19
real,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",0,18
real,Just haven't decided where yet eh ?,0,7
real,"Wat time liao, where still got.",0,6
real,Yes watching footie but worried we're going to blow it - Phil Neville?,0,13
real,I wait 4 ü inside da car park...,0,8
real,Uncle Abbey! Happy New Year. Abiola,0,6
real,Now am free call me pa.,0,6
real,R u saying i should re order the slippers cos i had to pay for returning it.,0,17
real,Stop knowing me so well!,0,5
real,Good evening! this is roger. How are you?,0,8
real,Small problem in auction:)punj now asking tiwary,0,7
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,1,30
real,He telling not to tell any one. If so treat for me hi hi hi,0,15
real,My uncles in Atlanta. Wish you guys a great semester.,0,10
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1,29
real,U coming 2 pick me?,0,5
real,Thats cool. i liked your photos. You are very sexy!,0,10
real,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,0,25
real,"Haha better late than ever, any way I could swing by?",0,11
real,Ok. But i finish at 6.,0,6
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",1,29
real,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,0,32
real,So no messages. Had food?,0,5
real,Ok going to sleep. Hope i can meet her.,0,9
real,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0,26
real,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,0,22
real,You're right I have now that I think about it,0,10
real,Wat r u doing now?,0,5
real,Is ur lecture over?,0,4
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,1,33
real,Customer place i will call you,0,6
real,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,0,17
real,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),0,28
real,"Haha I heard that, text me when you're around",0,9
real,I.ll get there tomorrow and send it to you,0,9
real,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",0,19
real,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,0,25
real,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,0,23
real,"Sorry,  in meeting I'll call you later",0,7
real,Yo! Howz u? girls never rang after india. L,0,9
real,Yeah but which is worse for i,0,7
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1,23
real,I tagged MY friends that you seemed to count as YOUR friends.,0,12
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,1,33
real,Ok...,0,1
real,Long time. You remember me today.,0,6
real,Havent shopping now lor i juz arrive only,0,8
real,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,0,12
real,Are you up for the challenge? I know i am :),0,11
real,How much did ur hdd casing cost.,0,7
real,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,0,16
real,I can't describe how lucky you are that I'm actually awake by noon,0,13
spam,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,1,28
real,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",0,30
real,Cheers for the card ... Is it that time of year already?,0,12
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1,19
real,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0,26
real,Ugh hopefully the asus ppl dont randomly do a reformat.,0,10
real,"Haven't seen my facebook, huh? Lol!",0,6
real,"Mah b, I'll pick it up tomorrow",0,7
real,Still otside le..u come 2morrow maga..,0,6
real,Do u still have plumbers tape and a wrench we could borrow?,0,12
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",1,17
real,It vl bcum more difficult..,0,5
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,1,27
real,Havent still waitin as usual... Ü come back sch oredi?,0,10
real,In meeting da. I will call you,0,7
real,K k :-):-) then watch some films.,0,7
real,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,0,20
real,There the size of elephant tablets & u shove um up ur ass!!,0,13
real,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",0,31
real,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,24
real,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.,0,28
real,Good morning pookie pie! Lol hope I didn't wake u up,0,11
real,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,0,13
real,Happy birthday to you....dear.with lots of love.rakhesh NRI,0,8
real,Howz that persons story,0,4
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",1,30
real,X2  &lt;#&gt; . Are you going to get that,0,9
real,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,0,28
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,1,19
real,Is ur paper today in e morn or aft?,0,9
real,I will lick up every drop :) are you ready to use your mouth as well?,0,16
real,And you! Will expect you whenever you text! Hope all goes well tomo,0,13
real,Great. P diddy is my neighbor and comes for toothpaste every morning,0,12
real,"I av a new number,  . Wil u only use this one,ta.",0,12
real,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,0,20
real,7 lor... Change 2 suntec... Wat time u coming?,0,9
real,No de.am seeing in online shop so that i asked.,0,10
real,Just curious because my cuz asked what I was up to,0,11
real,Nice.nice.how is it working?,0,4
real,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,0,21
real,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,0,20
real,She's good. How are you. Where r u working now,0,10
real,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",0,18
real,At home also.,0,3
real,This phone has the weirdest auto correct.,0,7
real,Oops my phone died and I didn't even know. Yeah I like it better.,0,14
real,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,0,34
real,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0,34
real,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",0,25
real,We got a divorce. Lol. She.s here,0,7
real,What's ur pin?,0,3
real,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",0,24
